post_id,page_id,page_name,page_category,message,story,type,permalink,created_time_gmt,created_time_taipei,link_url,link_name,link_description,like_count,haha_count,love_count,angry_count,sad_count,wow_count,comment_count,share_count
906757082709940_2206649309387371,906757082709940,莊瑞雄,Politician,"2019台灣燈會主燈安座！ 
巨鮪來富點亮大鵬灣！

東港最有名的，就是每年的黑鮪魚季，這次2019台灣燈會，主要燈區就在大鵬灣，選擇用黑甕串做為主燈，不只接地氣，更是將東港推向國際舞台。

雄重要的是，這座主燈會永久留在大鵬灣，成為咱東港的特殊地景，吸引觀光客，帶動地方整體發展，希望咱屏東能跟這隻飽滿的黑鮪魚一樣，年年有餘，富貴平安。

#2019台灣燈會在屏東
#歡迎來屏東
#屏東雄讚",莊瑞雄 is in 東港大鵬灣.,video,https://www.facebook.com/906757082709940/posts/2206649309387371/,2019-01-14T06:52:51+0000,2019-01-14T14:52:51,https://www.facebook.com/dpp.ptbear/videos/534294733749192/,,,275,0,0,0,0,0,8,16
906757082709940_2206319586087010,906757082709940,莊瑞雄,Politician,"搖下去！搖下去！今天一早陪阿公阿嬤一起運動！祝福大家呷百二！

#家有一老如有一寶",,video,https://www.facebook.com/906757082709940/posts/2206319586087010/,2019-01-14T01:44:03+0000,2019-01-14T09:44:03,https://www.facebook.com/dpp.ptbear/videos/1250694011759732/,,,338,0,0,0,0,0,14,14
906757082709940_2205325966186372,906757082709940,莊瑞雄,Politician,"《從風味到品味 屏東的可可奇蹟》

今天下午，在劉振忠總主教的帶領下，參加屏東縣客庒可可產業跨域推廣所開工祈福。

屏東的可可從原本幾顆果樹到今天的三百公頃，從每個種植區域不斷嘗試，到立足世界冠軍；從每一顆果實，到每一塊巧克力的風味，都十足展現屏東農業豐富的潛力。我們一次又一次的向世界展現屏東這塊土地蘊含，可可產業的發展，不只帶動台灣嗜好類作物產業不同的面相與提升，也為屏東農業帶來不一樣的思維與創意！

不管是可可，或可可脂⋯等的續應用，未來的可可品種培養與專業，都將為屏東帶來不一樣的農業經濟與觀光收入，然而這些基礎都從一顆可可開始，也從我們每個人開始，也讓我們一起共同品嘗這屏東幸福的好滋味！

#屏東可可
#三百公頃
#世界冠軍
#產業升級
#農業經濟",莊瑞雄 is at 屏東縣萬巒鄉.,photo,https://www.facebook.com/906757082709940/posts/2205325966186372/,2019-01-13T09:54:28+0000,2019-01-13T17:54:28,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2205319429520359/?type=3,Photos from 莊瑞雄's post,,305,0,0,0,0,0,7,11
906757082709940_2201303589921943,906757082709940,莊瑞雄,Politician,"爭取腳步不曾停歇！

交通部去年已經花費880萬進行評估屏南快速道路，可行性評估原訂年底出爐，我要求提早在年中報告，初步預估總經費需699億，報告出爐後，也要跟沿線枋寮、枋山等鄉鎮研究後續效應，以及恆春半島旅遊將偏向快遊或漫遊等諸多討論面相。",,link,https://www.facebook.com/906757082709940/posts/2201303589921943/,2019-01-10T15:09:29+0000,2019-01-10T23:09:29,http://m.ltn.com.tw/news/life/breakingnews/2668253,恆春鎮長苦行求蓋「救命路」 縣府、莊瑞雄：爭取沒停過 - 生活 - 自由時報電子報,恆春鎮長盧玉棟從恆春鎮步行走到南州交流道，70公里苦行訴求興建「屏南快速道路」，堅強意志力受到外界注目，除了屏東縣長潘孟安接下訴求，縣府交旅處及屏南區立委莊瑞雄都說，爭取的腳步從沒停過！「交通有如人的血....,384,0,0,0,0,0,13,17
906757082709940_2200616389990663,906757082709940,莊瑞雄,Politician,"午仔魚去年出口8,114公噸，其中6,045公噸外銷中國，屏東林邊、佳冬、枋寮養殖超過300公頃的午仔魚，年關將近，出口量大，漁業署以放養8成存活率估算重量，來核定魚貨來源申請，引發養殖戶反彈，畢竟養殖技術因人而異，故而要求漁業署官員南下，召集專家學者、漁會、養殖戶及外銷貿易公司召開協調會，確實聽聽農漁民的聲音。

會議時間：1/7(一)下午2點
會議地點：林邊漁會大禮堂

針對由莊瑞雄委員及漁業署繆主秘主持召開輸大陸午仔魚協調會議案，決議事項如下：

1、輸銷大陸午仔魚合理生產量以每公頃40噸爲原則，50噸爲上限；倘生產量超過60噸以上者，則檢附魚苗單據、放養量等資料，由屏東縣政府認定該戶實際養殖情況。

2、檢驗報告有效期限之訂定：業者有通過產銷履歷驗證者，依現行輸銷大陸地區漁貨來源作業要點規定，檢附產銷履歷證書及該批產品出售追溯碼，可免附檢驗報告；至其他非產銷履歷驗證戶，檢驗報告有效期限原則由漁業署帶回研議訂為2或3個月。

3、有關輸銷大陸地區漁貨來源證明文件，維持由漁業署核發，再至防檢局換發檢疫證。

臨時動議：
1、龍虎斑外銷時，因查無該魚種名稱的貨品號列，致使出口受阻。
決議：已與防檢局協議，擬比照出口越南模式，體型小的以「青斑」名稱加註，體型大者以「龍膽石斑」名稱加註，以協助外銷。

2、屏東養殖協會建議設置「養殖漁業大樓」，希望漁業署給予補助。
決議：由漁業署攜回研議。

相關新聞：午仔魚折損率定2成引反彈 漁業署從善如流改定上限http://news.ltn.com.tw/news/life/breakingnews/2665979",,photo,https://www.facebook.com/906757082709940/posts/2200616389990663/,2019-01-10T03:30:31+0000,2019-01-10T11:30:31,https://www.facebook.com/dpp.ptbear/photos/a.961171870601794/2200615413324094/?type=3,Photos from 莊瑞雄's post,,704,0,0,0,0,0,11,13
906757082709940_2196814783704157,906757082709940,莊瑞雄,Politician,"屏東萬巒這味雄讚！再忙也要吃 ！

非洲豬瘟來勢洶洶，讓大家都很擔心。

屏東養豬業年產值超過168億元，全台名列前茅，還有許多美味豬腳店，成千上萬從業人員。如果豬瘟來了，他們將無以為繼。

為了守護在地美食，我要做台灣豬隊友，隨時關注疫情發展，絕對不帶豬肉製品回台灣。

#大家一起來當台灣豬隊友
#防疫專線0800-039-131
#不帶豬肉製品回台灣
#屏東豬腳雄好吃
#雄愛台灣豬
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2196814783704157/,2019-01-07T11:29:59+0000,2019-01-07T19:29:59,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2196814597037509/?type=3,Photos from 莊瑞雄's post,,1258,0,0,0,0,0,46,26
906757082709940_2196545783731057,906757082709940,莊瑞雄,Politician,"大家太有才害我差點跟不上‧‧‧
台灣共識，台灣每個族群都要有版本！
排灣版本參上！

族語有南北，國無分南北。
正港台灣人只挺「台灣共識」！

#誰跟你92共識
#92共識就是沒共識
#台灣人的立場就是愛台灣
#台灣雄讚
#雄愛台灣
#感謝部落長老協助翻譯",,photo,https://www.facebook.com/906757082709940/posts/2196545783731057/,2019-01-07T06:24:23+0000,2019-01-07T14:24:23,https://www.facebook.com/dpp.ptbear/photos/a.961171870601794/2196544293731206/?type=3,Photos from 莊瑞雄's post,,627,0,0,0,0,0,21,31
906757082709940_2196245567094412,906757082709940,莊瑞雄,Politician,"陳其邁 Chen Chi-Mai敖早阿！

朱立倫若想當台灣總統，請先「支持小英反對九二共識一國兩制」！

#我是台灣人我支持台灣共識
#台灣就是我的主場
#被好朋友突襲了
#蔡易餘接招",,photo,https://www.facebook.com/906757082709940/posts/2196245567094412/,2019-01-07T01:47:56+0000,2019-01-07T09:47:56,https://www.facebook.com/dpp.ptbear/photos/a.961171870601794/2196243857094583/?type=3,,,1246,0,0,0,0,0,64,34
906757082709940_2192322634153372,906757082709940,莊瑞雄,Politician,"防疫視同作戰！非洲豬瘟不要來！

#暫停金門豬肉製品輸台14天
#最高罰百萬",,photo,https://www.facebook.com/906757082709940/posts/2192322634153372/,2019-01-04T12:04:23+0000,2019-01-04T20:04:23,https://www.facebook.com/tsaiingwen/photos/a.390960786064/10155581302001065/?type=3,蔡英文 Tsai Ing-wen,"兩岸關係跟非洲豬瘟都是對台灣影響重大的議題。當我們看到對岸把「一國兩制」端上檯面，要台灣人民接受時，這個時刻，任何政黨或政治人物，都應該有一個嚴肅的態度，這個時刻，我們必須要表現出台灣人的志氣。

而總統的責任，就是集結整個國家的力量，共同來面對。尤其防疫工作需要中央地方通力合作，所以今天我到金門視察，也提出三個呼籲：

第一，不要有僥倖心理。不能覺得疫情「不一定會發生」，因為一旦豬瘟發生，對國內相關產業將帶來數千億元的衝擊。

第二，要預作長期抗戰的準備，目前，非洲豬瘟疫情已有長期化的趨勢。

第三，呼籲中國應該更有效掌控疫情，把相關資訊透明化，並依協議通報，讓我方防疫人員有更充足的資訊應變。

#防疫總動員 
#守護台灣豬
#台灣🐷🐷",343,0,0,0,0,0,13,8
906757082709940_2190893694296266,906757082709940,莊瑞雄,Politician,我是台灣人！支持小英反對一國兩制！,,photo,https://www.facebook.com/906757082709940/posts/2190893694296266/,2019-01-03T12:19:41+0000,2019-01-03T20:19:41,https://www.facebook.com/tsaiingwen/photos/a.390960786064/10155579283831065/?type=3,蔡英文 Tsai Ing-wen,"我知道有幾位老前輩寫信給我，不過這個時刻，向世界表達台灣人的心聲更重要。昨天我回應中國國家主席習近平的談話，已經翻譯成英文。請大家一起把以下圖片、文字分享給世界各地的朋友，讓更多人聽見台灣的聲音！

We have never accepted the ""1992 Consensus."" The fundamental reason is because the Beijing authorities' definition of the ""1992 Consensus"" is ""one China"" and ""one country, two systems."" I want to reiterate that Taiwan absolutely will not accept ""one country, two systems."" The vast majority of Taiwanese also resolutely oppose ""one country, two systems,"" and this opposition is also a ""Taiwan consensus.”

我們始終未接受「九二共識」，根本原因就是北京當局所定義的「九二共識」，其實就是「一個中國」、「一國兩制」。我要重申，台灣絕不會接受「一國兩制」，絕大多數台灣民意也堅決反對「一國兩制」，而這也是「台灣共識」。

Full text: https://english.president.gov.tw/NEWS/5621",287,0,0,0,0,0,10,9
906757082709940_2188958734489762,906757082709940,莊瑞雄,Politician,元旦開始有許多新制度上路，其中10項跟日常生活最相關，大家愛注意哦！,,photo,https://www.facebook.com/906757082709940/posts/2188958734489762/,2019-01-02T03:12:56+0000,2019-01-02T11:12:56,https://www.facebook.com/dpp.ptbear/photos/a.961171870601794/2188950697823899/?type=3,Photos from 莊瑞雄's post,,348,0,0,0,0,0,11,72
906757082709940_2186444961407806,906757082709940,莊瑞雄,Politician,2019新年快樂！,莊瑞雄 is at 東港河堤.,video,https://www.facebook.com/906757082709940/posts/2186444961407806/,2018-12-31T16:05:20+0000,2019-01-01T00:05:20,https://www.facebook.com/dpp.ptbear/videos/940943439627258/,,,462,0,0,0,0,0,12,8
906757082709940_2228769407175361,906757082709940,莊瑞雄,Politician,"最近有些鄉親跟我反應那麼大的燈會，那麼多的遊客，遇到人有三急，怎麼辦？蘇院長當場指示，流動廁所的設置，要足夠也要乾淨，一定要讓大家有個舒適的賞燈環境。

#2019台灣燈會在屏東
#東港海產街
#東港三寶
#屏東雄讚",,link,https://www.facebook.com/906757082709940/posts/2228769407175361/,2019-01-29T10:03:05+0000,2019-01-29T18:03:05,http://news.ltn.com.tw/news/life/breakingnews/2686357,台灣燈會主燈在大鵬灣 蘇揆視察豪邁送3000萬經費 - 生活 - 自由時報電子報,行政院長蘇貞昌今天返回屏東視察台灣燈會，他強調，觀光局製作主燈的經驗豐富，他不擔心，並再度強調「我們是來解決問題的」，當場允諾屏東縣政府仍短缺的交通經費至少3000萬元。台灣燈會邁入第30載，首度回到蘇貞昌的...,563,0,0,0,0,0,13,24
906757082709940_2228284570557178,906757082709940,莊瑞雄,Politician,"2019屏東熱博開幕，歡迎大家來屏東，白天逛熱博，中午吃海鮮，晚上賞燈會😊

#2019台灣燈會在屏東
#衝衝衝照亮屏東
#屏東雄讚",莊瑞雄 is feeling blissful.,video,https://www.facebook.com/906757082709940/posts/2228284570557178/,2019-01-29T01:57:01+0000,2019-01-29T09:57:01,https://www.facebook.com/dpp.ptbear/videos/810092125997090/,,,381,0,0,0,0,0,10,19
906757082709940_2225182057534096,906757082709940,莊瑞雄,Politician,"掃街。

#摸黑出門
#真的是掃街
#2019台灣燈會在屏東
#屏東雄讚",,video,https://www.facebook.com/906757082709940/posts/2225182057534096/,2019-01-26T22:57:15+0000,2019-01-27T06:57:15,https://www.facebook.com/dpp.ptbear/videos/243235133276499/,,,480,0,0,0,0,0,15,17
906757082709940_2224222847630017,906757082709940,莊瑞雄,Politician,"‪週末下午，參加農糧署「產銷履歷紅豆萬人慶豐收」‬及林務局‪屏東林區管理處「林後四林平地森林園區裝置藝術發表會」‬，讓我重溫小時候，田裡摘豆子、溪邊摸蜆仔兼洗褲的日子😊

#從一顆種子到大豐收
#老鷹紅豆
#林後四林平地森林園區
#大武山下美麗綠境
#泗林健走步道
#雄讚秘境
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is feeling nice.,photo,https://www.facebook.com/906757082709940/posts/2224222847630017/,2019-01-26T08:29:35+0000,2019-01-26T16:29:35,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2224211870964448/?type=3,Photos from 莊瑞雄's post,,730,0,0,0,0,0,12,12
906757082709940_2223670491018586,906757082709940,莊瑞雄,Politician,"包粽。包中。

#108學測
#給考生加油
#考的都會會的都考
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2223670491018586/,2019-01-25T23:32:19+0000,2019-01-26T07:32:19,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2223668127685489/?type=3,,,1038,0,0,0,0,0,24,19
906757082709940_2223665871019048,906757082709940,莊瑞雄,Politician,"迺早市。祝大家賺大錢。

#🐷財興旺
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2223665871019048/,2019-01-25T23:26:43+0000,2019-01-26T07:26:43,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2223665844352384/?type=3,,,1086,0,0,0,0,0,19,17
906757082709940_2222194184499550,906757082709940,莊瑞雄,Politician,"🐷財興旺賺大錢。

#運動一下才袂冷
#活力十足
#年節氣氛滿滿
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is at 林邊菜市場.,video,https://www.facebook.com/906757082709940/posts/2222194184499550/,2019-01-25T01:08:08+0000,2019-01-25T09:08:08,https://www.facebook.com/dpp.ptbear/videos/280575759248489/,,,458,0,0,0,0,0,13,14
906757082709940_2222092234509745,906757082709940,莊瑞雄,Politician,"早安。

#蝦肥蟹美魚新鮮
#今天要煮什麼
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2222092234509745/,2019-01-24T23:06:33+0000,2019-01-25T07:06:33,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2222092204509748/?type=3,,,1107,0,0,0,0,0,23,12
906757082709940_2218306734888295,906757082709940,莊瑞雄,Politician,"這一巴掌打在 @鄭麗君 部長的身上，影響卻深烙在台灣社會的心中。

幾則關於鄭惠中（鄭心儀）的剪報 : bit.ly/2Dq1Ntc

#守護民主
#譴責暴力
#疼惜女性從政者
#麗君惜惜
#守護台灣
#屏東雄讚",,link,https://www.facebook.com/906757082709940/posts/2218306734888295/,2019-01-22T08:29:38+0000,2019-01-22T16:29:38,https://www.facebook.com/155724795167/posts/10156854341125168/,鄭麗君,"【個人受辱事小，民主不容傷害】
　
向各位關心麗君的朋友們報告。
　
麗君今天出席關懷演藝人員基金會主辦的資深藝人春節餐會，感受到大家如同一家人、年節將近的歡樂，我也特別感謝有諸多藝人前輩鼓勵我留任，繼續推動文化政策。
　
我在現場也向資深藝人前輩們報告「五大好消息」，包括：文化部今年總預算占中央政府總預算突破百分之一，今年資深藝人相關補助預算額度也將倍增；全臺四大資深藝人演出舞台今年陸續上線，我們也將鼓勵地方政府創造更多表演舞台；文策院預計上半年成立，百億國發基金將點火帶進民間投資，以振興影視產業；除了原民台、客家台，今年中公視將成立臺語頻道，提供更多演出機會；國家電影中心也已首度啟動電視史和廣播史整理。
　
不過很遺憾的，餐會席間我在跟資深藝人陳松勇、周遊、常楓、石雋、文夏等前輩一一問候時，突有一位不認識的女士上前攻擊我，麗君雖被嚇到，但請各位朋友不用擔心，也謝謝現場許多資深藝人前輩即時給予安慰。
　
麗君始終相信，自由民主是臺灣最珍貴的價值，臺灣社會有各種自由、多元的聲音，我們期待彼此能夠對話、討論，但萬萬不該以暴力形式表達意見。麗君個人受辱事小，但臺灣得來不易的民主不容受到傷害。我也要呼籲，臺灣社會當下必須理性、冷靜面對衝突，回歸公共議題的討論，不要再複製任何暴力行為。",218,0,0,0,0,0,23,9
906757082709940_2214939841891651,906757082709940,莊瑞雄,Politician,"迺早市。祝大家大賺錢。

#🐷財興旺
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2214939841891651/,2019-01-20T00:12:55+0000,2019-01-20T08:12:55,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2214937761891859/?type=3,,,804,0,0,0,0,0,16,23
906757082709940_2214895208562781,906757082709940,莊瑞雄,Politician,"敖早。

#拜早年
#🐷財興旺
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2214895208562781/,2019-01-19T23:24:08+0000,2019-01-20T07:24:08,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2214892001896435/?type=3,,,872,0,0,0,0,0,18,15
906757082709940_2213955538656748,906757082709940,莊瑞雄,Politician,"回家。

#賽鴿海訓
#小心別迷路了
#平安回家最好
#2019台灣燈會在屏東
#屏東雄讚",,video,https://www.facebook.com/906757082709940/posts/2213955538656748/,2019-01-19T08:27:56+0000,2019-01-19T16:27:56,https://www.facebook.com/dpp.ptbear/videos/1106728122820098/,,,309,0,0,0,0,0,6,14
906757082709940_2213477078704594,906757082709940,莊瑞雄,Politician,"出發。

#天氣涼先給船長暖暖位
#姿勢100
#船長緊來喔
#小琉球好七逃
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2213477078704594/,2019-01-18T23:08:00+0000,2019-01-19T07:08:00,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2213470782038557/?type=3,,,1244,0,0,0,0,0,49,19
906757082709940_2212538888798413,906757082709940,莊瑞雄,Politician,"‪2019台灣燈會在大鵬灣！限定美食亮相！‬⋯歡迎大家阿公揪阿嬤、阿母揪阿巴、樓頂揪樓咖、作伙來咱東港賞花燈、嚐美食⋯噢伊系哦！

#2019台灣燈會在屏東
#花燈限定美食
#東港三寶讚
#口水流滿地
#沒吃到再等30年
#屏東雄讚",莊瑞雄 is feeling hungry in 東港大鵬灣.,photo,https://www.facebook.com/906757082709940/posts/2212538888798413/,2019-01-18T09:09:45+0000,2019-01-18T17:09:45,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2212538212131814/?type=3,Photos from 莊瑞雄's post,,1360,0,0,0,0,0,35,30
906757082709940_2211690972216538,906757082709940,莊瑞雄,Politician,"十年。

#2009塗掉景福門黨徽
#2019台灣燈會在屏東
#10yearschallenge
#屏東雄讚",莊瑞雄 is with 蘇震清 and 2 others.,photo,https://www.facebook.com/906757082709940/posts/2211690972216538/,2019-01-17T17:39:58+0000,2019-01-18T01:39:58,https://www.facebook.com/dpp.ptbear/photos/a.961171870601794/2211690578883244/?type=3,,,911,0,0,0,0,0,14,8
906757082709940_2209383109113991,906757082709940,莊瑞雄,Politician,"今年屏東黑珍珠大豐收！又大又香甜！歡迎來屏東看山看海呷海產、吃蓮霧！

#香甜黑珍珠
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2209383109113991/,2019-01-16T04:01:22+0000,2019-01-16T12:01:22,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2209381335780835/?type=3,Photos from 莊瑞雄's post,,897,0,0,0,0,0,22,29
906757082709940_2253126358072999,906757082709940,莊瑞雄,Politician,"小英的方向就是台灣的方向。

讓我們作伙和小英一起勇敢自信向前走。

#正確方向勇敢向前走
#看燈會請往屏東走
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is feeling important.,photo,https://www.facebook.com/906757082709940/posts/2253126358072999/,2019-02-14T12:58:00+0000,2019-02-14T20:58:00,https://www.facebook.com/tsaiingwen/photos/a.390960786064/10155657131571065/?type=3,蔡英文 Tsai Ing-wen,"有人問我，要把國家帶去哪裡？ 
 
現在我來回答這一題： 

國家的方向只有一個，就是自由、民主、安全跟繁榮。身為總統，這兩年多來，我每天的工作，就是努力的壯大台灣，強化國安。

我們是主權國家，台灣人民有獨立行使的意志，也有自由的選擇，沒有指腹為婚這回事。相較於過去的中華民國，我更在意的是中華民國台灣的現在與未來。

過去兩年多，無論在國家的發展，還是對區域安全穩定的貢獻，我們的努力，世界都看到，國際社會對台灣也有越來越多的肯定與支持。

台灣，正在正確的道路上前進，方向對了，就一起勇敢自信向前走吧！

#以為多了好幾位陸委會主委
#正確方向勇敢向前走",273,0,0,0,0,0,2,5
906757082709940_2252984408087194,906757082709940,莊瑞雄,Politician,"期待已久的2019台灣燈會，明天開始試營運囉！這個週末，歡迎大家來大鵬灣玩，搶先看花燈🎉

#鑽石恆久遠就在大鵬灣
#3千顆鑽石燈
#3千個阿公阿嬤的用心
#情人節快樂
#有情人終成眷屬
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is in 東港大鵬灣.,photo,https://www.facebook.com/906757082709940/posts/2252984408087194/,2019-02-14T11:02:44+0000,2019-02-14T19:02:44,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2252977794754522/?type=3,Photos from 莊瑞雄's post,,1512,0,0,0,0,0,19,27
906757082709940_2252823291436639,906757082709940,莊瑞雄,Politician,"❤️在枋寮，相約情人節💕

#情人節快樂
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is at 枋寮漁港.,video,https://www.facebook.com/906757082709940/posts/2252823291436639/,2019-02-14T08:55:59+0000,2019-02-14T16:55:59,https://www.facebook.com/dpp.ptbear/videos/719025558492012/,,,465,0,0,0,0,0,11,15
906757082709940_2251413468244288,906757082709940,莊瑞雄,Politician,"台灣的農產揚名國際，尤其我們屏東的農漁畜牧產品，更是頂港有名聲，下港有出名。

#誰說一定要九二共識？
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2251413468244288/,2019-02-13T12:47:01+0000,2019-02-13T20:47:01,https://www.facebook.com/tsaiingwen/photos/a.390960786064/10155655260456065/?type=3,蔡英文 Tsai Ing-wen,"這幾天我有點感冒，吃了不少水果補充維他命，剛好，我也聽到 行政院農業委員會報告的好消息，一定要來告訴大家：

台灣農產品的出口總金額，去年突破54億美元，創下20年新高‼️
　　
其中，賣到中國的農產品，比前一年大幅成長🔺，來到12.6億美元，同樣破紀錄！不只中國，我們對日本、香港、新南向國家、甚至中東地區的外銷，也紛紛獲得好成績，可見台灣農產品的好，國際都知道。
　　
好成績不是靠口號，而是來自政府和民間一起打拚。農委會就做了三件重要的事：
　　
1️⃣幫忙打廣告：透過宣傳行銷、品牌輔導，讓台灣好農產更有知名度！

2️⃣幫忙提升品質及技術：和工研院合作升級冷鏈技術，新鮮水果從包裝、庫存到運輸全程低溫處理，確保出口品質。

3️⃣幫忙開發多元市場：打造農產品外銷整合平台，和外貿協會一起辦展宣傳，也和台商組織合作打開通路，把台灣農產賣到全世界！
　　
品質就是王道，台灣農業當然有世界級的競爭力！政府會繼續做農民的後盾，把雞蛋放到每一個籃子，讓農產品的新鮮與美味，都能分享給外國朋友！

➡️農業統計資料歡迎大家查詢：http://agrstat.coa.gov.tw/

#我做事你分享
#台灣農產最優質",188,0,0,0,0,0,8,2
906757082709940_2250574158328219,906757082709940,莊瑞雄,Politician,"敖早，作伙來拜天公。

#天公伯啊有拜有保庇
#風和日麗拜拜的好天氣
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is feeling thankful at 屏東仙吉仙隆宮.,photo,https://www.facebook.com/906757082709940/posts/2250574158328219/,2019-02-13T00:29:39+0000,2019-02-13T08:29:39,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2250569858328649/?type=3,Photos from 莊瑞雄's post,,371,0,0,0,0,0,6,12
906757082709940_2249942465058055,906757082709940,莊瑞雄,Politician,"明天是大年初九天公生，很多庒頭大廟都會舉辦盛大的拜天公儀式

#愈夜愈熱鬧
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is at 新園新惠宮媽祖.,video,https://www.facebook.com/906757082709940/posts/2249942465058055/,2019-02-12T15:42:44+0000,2019-02-12T23:42:44,https://www.facebook.com/dpp.ptbear/videos/1715862911892867/,,,381,0,0,0,0,0,7,9
906757082709940_2249817395070562,906757082709940,莊瑞雄,Politician,"拜天公囉！

#有拜有保庇
#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is at 三青宮.,photo,https://www.facebook.com/906757082709940/posts/2249817395070562/,2019-02-12T14:09:32+0000,2019-02-12T22:09:32,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2249816058404029/?type=3,Photos from 莊瑞雄's post,,1387,0,0,0,0,0,12,16
906757082709940_2249047688480866,906757082709940,莊瑞雄,Politician,"屏東客家六堆在元宵有傳統的「尖炮城」習俗，今年台灣燈會在屏東，特地打造靚靚六堆燈區，融合客家特色、文化、美食，讓大家體驗濃濃HAKKA味。

#巧遇屏東之光
#巧克力達人曾志元
#客家武術義勇之拳
#美味客家湯圓
#懷舊竹田車站
#吾阿婆也是HAKKA人
#2019台灣燈會在屏東
#屏東雄讚

巧克力4金得主曾志元：https://yns.page.link/7Cy2z?soc_src=unv-sh&soc_trk=li",莊瑞雄 is in 東港大鵬灣.,photo,https://www.facebook.com/906757082709940/posts/2249047688480866/,2019-02-12T01:48:04+0000,2019-02-12T09:48:04,https://www.facebook.com/dpp.ptbear/photos/a.958743747511273/2249042315148070/?type=3,Photos from 莊瑞雄's post,,1101,0,0,0,0,0,21,15
906757082709940_2246608588724776,906757082709940,莊瑞雄,Politician,"感謝大家一起關心，2/2晚上十點多，我在大鵬灣運動時就發現，當晚22:56就打給大鵬灣國家風景區管理處處長許主龍，請他立即改善。

剛剛許處長傳來照片，今日已改善完成。

#雖有缺失還是請支持2019台灣燈會
#2019台灣燈會在屏東
#屏東雄讚",,photo,https://www.facebook.com/906757082709940/posts/2246608588724776/,2019-02-10T09:05:31+0000,2019-02-10T17:05:31,https://www.facebook.com/twlovetree/photos/a.118084328791573/340933143173356/?type=3,森林城市-高雄愛樹人,"🌳💔【大鵬灣風景區燈會，樹根灌水泥窒息！】

屏東東港的樹友投訴，大鵬灣這次燈會期間，整排樹木的根系樹穴都被灌水泥，取代原先帶狀的草皮與植栽，嚴重影響景觀和樹木生長，樹木無法呼吸。請大家協助陳情，要求立即把一整排的水泥全部敲掉，恢復樹木連續生長空間，重新種植灌木，並檢討機制的錯誤。

#大鵬灣風景區是隸屬行政院交通部觀光局

➡文章轉貼出處：http://bit.ly/2TGw8JM
➡案發地點：http://bit.ly/2tgB1gS

☎☎如何行動：
寫信給交通部長林佳龍：http://bit.ly/2E3M9nM
向東港的立委莊瑞雄陳情：08-833-7893
轉傳或TAG屏東的朋友

林佳龍
陳其邁
蘇貞昌
莊瑞雄
蘇嘉全Su Jia-chyuan
蘋果日報 台灣
蘋果日報即時新聞
ETtoday新聞雲
中國時報。時論廣場
自由時報
聯合報
udn.com 聯合新聞網
風傳媒
Initium Media 端傳媒
三立新聞
中天電視南部新聞中心",220,0,0,0,0,0,18,7
906757082709940_2245430092175959,906757082709940,莊瑞雄,Politician,"天剛暗，車城四重溪的「薰衣草燈海」浪漫登場⋯💕

年假還有最後一天，歡迎來屏東收心😊

‼️有人看到影片裡的我嗎？

#2019台灣燈會在屏東
#屏東雄讚",莊瑞雄 is feeling pretty at 四重溪溫泉公園.,video,https://www.facebook.com/906757082709940/posts/2245430092175959/,2019-02-09T14:36:44+0000,2019-02-09T22:36:44,https://www.facebook.com/dpp.ptbear/videos/369118953691061/,,,317,0,0,0,0,0,11,15
